IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_DOS;NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;NCA_DOS;VECES_TERMO;NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_CINCO;RENDIMIENTO_CINCO
71.0;337.0;0.0;2015;0.0;0.0;0.0;0;63.0;33.705882352941174;42;44;36;44;30;32;41;2;2;38.8125;34;30;30;36;1;36;33;0.0;16.0;1;38;0;36;35;37;1;1;37;37;1;36.357142857142854;2.0
73.0;336.0;0.0;2015;0.0;0.0;0.0;0;65.0;37.35294117647059;39;33;32;40;30;36;41;1;1;35.6875;31;38;39;38;1;32;37;0.0;16.0;1;39;32;34;41;32;1;1;40;38;1;36.5;2.0
83.0;448.0;80.0;2015;62.0;59.0;59.0;0;53.0;39.1764705882353;38;43;30;37;32;30;39;1;2;35.5;31;32;30;37;2;30;35;0.0;16.0;1;37;30;36;42;30;1;1;33;31;1;36.357142857142854;2.0
48.0;335.0;0.0;2015;0.0;0.0;0.0;0;75.0;37.411764705882355;44;36;34;40;32;37;42;1;1;37.9375;31;36;36;38;2;34;44;0.0;16.0;1;36;32;33;33;37;1;1;37;38;1;32.857142857142854;2.0
50.0;333.0;0.0;2015;0.0;0.0;0.0;1;70.0;38.76470588235294;46;30;34;41;43;37;37;1;1;37.6875;31;46;37;30;1;34;31;0.0;16.0;1;39;35;31;42;37;1;1;39;30;1;37.57142857142857;2.0
60.0;350.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.8235294117647;35;33;35;37;40;35;41;2;1;35.5625;34;32;30;32;1;35;36;0.0;16.0;2;37;30;30;30;31;1;1;30;32;2;28.666666666666668;1.0
77.0;333.0;0.0;2015;0.0;0.0;0.0;1;68.0;36.23529411764706;44;34;35;39;43;33;36;1;1;37.1875;38;33;42;32;1;35;39;0.0;16.0;1;37;32;33;33;30;1;1;40;34;1;38.714285714285715;2.0
53.0;334.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.411764705882355;41;37;32;34;42;35;42;1;1;36.6875;33;42;33;31;1;32;30;0.0;16.0;2;32;0;31;37;30;1;1;32;36;1;29.5;1.0
54.0;318.0;0.0;2015;0.0;0.0;0.0;0;70.0;37.294117647058826;42;30;32;39;40;32;44;1;1;35.625;31;33;30;36;1;32;42;0.0;16.0;1;35;42;33;30;34;1;1;35;33;2;35.142857142857146;2.0
73.0;327.0;0.0;2015;0.0;0.0;0.0;1;70.0;38.05882352941177;41;34;33;42;40;33;45;1;1;37.0;35;40;32;38;1;33;43;0.0;16.0;2;37;34;36;38;0;3;1;40;31;1;34.0;2.0
41.0;435.0;65.0;2015;69.0;59.0;49.0;0;55.0;38.529411764705884;43;36;30;35;39;30;44;1;2;35.625;31;40;30;34;2;30;43;0.0;16.0;2;38;33;31;42;30;1;1;31;37;2;28.25;1.0
49.0;313.0;0.0;2015;0.0;0.0;0.0;0;71.0;37.11764705882353;39;30;30;43;44;36;43;1;2;36.125;30;43;37;36;1;30;39;0.0;16.0;2;37;0;30;42;30;1;1;37;38;1;34.285714285714285;2.0
52.0;327.0;0.0;2015;0.0;0.0;0.0;0;74.0;38.1764705882353;42;34;37;44;38;32;48;1;1;38.0625;32;39;33;33;1;37;45;0.0;16.0;2;40;0;30;40;37;2;1;45;33;1;33.77777777777778;2.0
58.0;329.0;0.0;2015;0.0;0.0;0.0;0;66.0;36.470588235294116;42;31;32;42;45;32;44;1;1;36.5;40;40;37;39;1;32;41;0.0;16.0;1;37;36;37;39;35;1;1;30;40;1;37.57142857142857;2.0
53.0;434.0;59.0;2015;58.0;76.0;52.0;0;59.0;33.64705882352941;42;33;43;43;45;30;50;1;1;39.0625;44;34;37;38;1;43;50;0.0;16.0;1;39;32;35;34;31;1;1;31;36;1;35.57142857142857;2.0
71.0;414.0;51.0;2015;58.0;59.0;44.0;1;48.0;35.0;32;43;35;39;33;31;41;2;1;35.9375;38;34;33;34;1;35;38;0.0;16.0;1;38;36;36;0;30;1;1;32;30;0;39.57142857142857;2.0
52.0;413.0;65.0;2015;69.0;47.0;49.0;0;48.0;32.411764705882355;33;34;36;39;36;33;41;2;1;35.1875;35;37;30;38;1;36;39;0.0;16.0;2;39;34;36;33;18;3;1;0;0;1;31.0;2.0
56.0;440.0;59.0;2015;60.0;65.0;75.0;1;62.0;34.94117647058823;39;35;35;38;40;36;39;1;1;36.875;33;36;32;32;1;35;40;0.0;16.0;2;31;32;38;36;38;1;1;34;30;2;33.214285714285715;2.0
47.0;386.0;69.0;2015;63.0;56.0;43.0;1;46.0;35.529411764705884;41;38;31;37;42;35;45;1;1;37.25;30;34;35;38;1;31;42;0.0;16.0;1;37;0;37;39;32;1;1;30;33;1;36.42857142857143;2.0
49.0;411.0;63.0;2015;58.0;55.0;53.0;0;58.0;37.8235294117647;50;42;44;44;41;41;48;1;1;44.25;42;35;31;41;1;44;49;0.0;16.0;1;33;41;33;0;40;1;1;32;30;0;35.57142857142857;2.0
48.0;401.0;70.0;2015;53.0;54.0;57.0;0;61.0;37.94117647058823;38;40;35;38;41;33;43;1;1;37.375;37;38;37;38;1;35;36;0.0;16.0;1;37;38;37;42;33;1;1;30;31;1;35.642857142857146;2.0
52.0;399.0;59.0;2015;54.0;52.0;49.0;0;55.0;35.88235294117647;50;30;32;38;40;34;46;1;2;37.5;42;45;41;41;1;32;31;0.0;16.0;2;36;0;31;34;30;1;1;43;32;1;37.42857142857143;2.0
45.0;400.0;55.0;2015;53.0;52.0;69.0;0;51.0;34.94117647058823;38;38;33;48;41;31;50;1;2;37.9375;30;25;30;34;1;33;30;0.0;16.0;1;25;0;30;32;30;1;1;0;0;1;37.0;2.0
53.0;400.0;53.0;2015;53.0;55.0;53.0;0;64.0;36.35294117647059;36;30;33;45;41;35;44;1;1;36.0625;30;34;35;39;1;33;37;0.0;16.0;2;30;0;31;36;31;1;1;37;35;2;31.0;2.0
59.0;387.0;59.0;2015;52.0;54.0;47.0;0;59.0;35.35294117647059;34;36;31;38;37;30;47;1;1;34.5625;35;31;30;38;1;31;30;0.0;16.0;2;24;30;34;30;25;2;1;36;34;1;35.57142857142857;2.0
39.0;361.0;59.0;2015;46.0;59.0;33.0;0;45.0;35.470588235294116;32;34;34;35;36;34;41;1;1;34.3125;31;30;30;32;1;34;35;0.0;16.0;1;31;26;33;33;40;1;1;37;35;1;34.785714285714285;2.0
50.0;362.0;57.0;2015;52.0;55.0;34.0;0;46.0;33.588235294117645;45;30;31;35;42;30;50;1;1;35.625;37;39;30;42;1;31;44;0.0;16.0;1;36;42;33;0;41;1;1;32;31;0;39.785714285714285;2.0
60.0;315.0;0.0;2015;0.0;0.0;0.0;1;61.0;37.529411764705884;40;41;39;34;37;31;41;2;2;37.4375;40;48;30;30;1;39;38;0.0;16.0;1;37;0;35;0;31;1;1;37;37;0;36.714285714285715;2.0
53.0;312.0;0.0;2015;0.0;0.0;0.0;0;64.0;36.294117647058826;42;30;32;30;39;41;45;1;1;36.1875;38;37;30;33;1;32;38;0.0;16.0;1;37;32;35;46;39;1;1;41;35;1;37.57142857142857;2.0
85.0;330.0;0.0;2015;0.0;0.0;0.0;0;63.0;35.05882352941177;43;34;38;40;40;36;40;2;2;38.3125;38;39;32;34;3;38;37;0.0;16.0;1;38;22;33;32;31;1;1;36;38;1;34.25;2.0
75.0;318.0;0.0;2015;0.0;0.0;0.0;0;68.0;37.411764705882355;33;33;34;42;43;33;40;1;1;35.375;38;30;36;33;1;34;41;0.0;16.0;1;38;0;35;33;0;1;1;39;0;1;31.571428571428573;2.0
53.0;317.0;0.0;2015;0.0;0.0;0.0;0;67.0;34.64705882352941;35;30;38;36;40;31;41;1;2;34.6875;36;30;35;37;1;38;35;0.0;16.0;1;36;0;30;33;30;1;1;40;35;1;34.92857142857143;2.0
62.0;313.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.705882352941174;42;35;41;45;38;35;42;1;2;39.3125;30;30;32;32;2;41;42;0.0;16.0;1;37;26;31;30;30;1;1;41;30;1;33.642857142857146;2.0
47.15;387.5;54.74;2015;54.28;55.44;44.08;0;59.32;39.0;37;32;34;44;40;40;46;1;1;37.6875;38;40;31;34;1;34;43;0.0;16.0;1;40;29;32;33;31;1;1;31;30;1;38.5;2.0
64.0;321.0;0.0;2015;0.0;0.0;0.0;0;64.0;38.588235294117645;38;31;34;44;42;35;36;1;1;36.25;38;36;34;33;1;34;48;0.0;16.0;1;37;35;32;0;32;1;1;37;34;0;33.42857142857143;2.0
65.0;378.0;0.0;2015;0.0;0.0;0.0;0;83.0;39.35294117647059;40;37;30;38;48;33;45;1;1;36.8125;33;36;37;38;1;30;39;0.0;16.0;1;33;32;32;37;33;1;1;36;33;1;32.333333333333336;2.0
78.0;382.0;0.0;2015;0.0;0.0;0.0;0;87.0;42.05882352941177;34;38;40;44;42;38;48;1;1;39.25;31;42;34;31;1;40;43;0.0;16.0;1;38;31;34;31;38;1;1;31;35;1;36.857142857142854;2.0
67.0;365.0;0.0;2015;0.0;0.0;0.0;1;69.0;42.411764705882355;39;31;31;45;43;33;48;1;1;36.4375;30;34;33;40;1;31;34;0.0;16.0;1;37;37;38;40;30;1;1;33;36;1;34.142857142857146;2.0
62.0;364.0;0.0;2015;0.0;0.0;0.0;0;75.0;35.94117647058823;35;34;30;39;43;33;47;1;1;35.25;37;30;30;38;1;30;33;0.0;16.0;1;38;30;32;40;30;1;1;42;37;1;35.642857142857146;2.0
40.0;321.0;0.0;2015;0.0;0.0;0.0;0;82.0;36.588235294117645;38;30;36;31;46;31;42;2;3;34.6875;33;28;35;0;1;36;35;0.0;16.0;1;0;0;0;37;0;0;0;0;6;1;7.0;1.0
77.0;350.0;0.0;2015;0.0;0.0;0.0;0;64.0;41.35294117647059;36;43;31;41;43;33;49;1;1;37.6875;43;43;39;32;2;31;40;0.0;16.0;1;38;32;42;40;38;1;1;32;41;1;38.57142857142857;2.0
49.0;329.0;0.0;2015;0.0;0.0;0.0;1;67.0;39.8235294117647;40;34;37;42;39;30;44;1;2;36.875;34;45;36;31;2;37;48;0.0;16.0;1;38;30;35;35;37;1;1;35;36;1;32.0;2.0
68.0;323.0;0.0;2015;0.0;0.0;0.0;0;63.0;37.294117647058826;41;35;30;38;44;33;46;1;1;36.4375;38;46;31;38;1;30;32;0.0;16.0;1;39;32;36;31;30;1;1;35;35;1;34.214285714285715;2.0
60.0;336.0;0.0;2015;0.0;0.0;0.0;0;68.0;37.411764705882355;40;49;37;35;46;35;48;1;2;40.4375;40;40;32;31;1;37;36;0.0;16.0;1;36;0;31;0;0;1;1;12;22;0;7.333333333333333;1.0
54.0;333.0;0.0;2015;0.0;0.0;0.0;0;72.0;37.294117647058826;37;35;36;40;37;33;48;1;1;36.75;36;38;40;34;1;36;42;0.0;16.0;1;37;30;42;37;43;1;1;36;34;1;36.785714285714285;2.0
52.0;320.0;0.0;2015;0.0;0.0;0.0;0;68.0;35.88235294117647;43;36;34;43;43;34;48;1;2;38.625;42;34;0;0;1;34;39;0.0;16.0;1;0;30;32;0;0;1;0;0;0;0;40.0;2.0
73.0;330.0;0.0;2015;0.0;0.0;0.0;1;65.0;42.588235294117645;38;32;35;46;45;36;48;1;1;38.0;44;30;31;37;1;35;32;0.0;16.0;1;40;30;37;33;30;1;1;43;39;1;34.083333333333336;2.0
47.0;390.0;68.0;2015;54.0;47.0;53.0;0;51.0;43.294117647058826;42;47;47;47;45;41;44;1;1;44.625;40;43;44;37;1;47;42;0.0;16.0;1;39;32;39;32;36;1;1;40;32;1;39.0;2.0
43.0;382.0;65.0;2015;58.0;50.0;45.0;0;41.0;36.23529411764706;38;39;41;40;36;32;46;1;1;38.25;49;34;30;33;1;41;44;0.0;16.0;1;36;33;43;38;41;1;1;41;42;1;38.785714285714285;2.0
48.0;393.0;59.0;2015;62.0;61.0;44.0;1;49.0;35.23529411764706;0;33;32;38;44;30;41;1;1;34.30769230769231;34;37;32;35;1;32;45;0.0;13.0;1;42;0;35;35;27;1;1;36;30;1;25.875;1.0
48.42;388.1;57.16;2015;54.28;51.9;48.75;0;51.3;38.588235294117645;36;45;38;44;42;40;46;1;1;40.8125;36;30;30;32;1;38;30;0.0;16.0;2;33;0;44;31;40;1;1;20;17;1;21.142857142857142;1.0
50.0;403.0;60.0;2015;53.0;53.0;69.0;0;41.0;35.35294117647059;39;30;35;40;42;34;46;1;2;36.375;40;38;33;44;1;35;44;0.0;16.0;1;40;29;30;34;0;2;1;35;35;2;32.2;2.0
56.0;305.0;0.0;2015;0.0;0.0;0.0;1;61.0;35.588235294117645;34;30;34;47;38;39;45;1;2;36.75;31;33;30;32;1;34;44;0.0;16.0;1;33;0;38;37;30;1;1;32;38;1;38.0;2.0
77.0;320.0;0.0;2015;0.0;0.0;0.0;0;66.0;40.76470588235294;39;31;43;39;42;33;46;1;2;37.75;35;33;32;28;2;43;41;0.0;16.0;1;0;29;36;32;0;1;0;0;35;1;25.142857142857142;1.0
74.0;320.0;0.0;2015;0.0;0.0;0.0;0;65.0;37.1764705882353;38;30;38;32;39;31;44;1;2;34.875;30;36;30;30;1;38;44;0.0;16.0;1;0;0;30;0;0;1;0;0;0;0;13.2;1.0
45.0;302.0;0.0;2015;0.0;0.0;0.0;0;66.0;38.1764705882353;34;33;43;48;37;37;41;1;2;38.4375;36;45;39;33;1;43;44;0.0;16.0;1;33;0;30;39;30;1;1;30;31;1;37.357142857142854;2.0
49.0;315.0;0.0;2015;0.0;0.0;0.0;0;58.0;40.05882352941177;34;37;31;38;30;34;47;1;1;35.0625;49;32;36;30;1;31;44;0.0;16.0;1;33;34;41;31;39;1;1;39;30;1;37.142857142857146;2.0
57.0;307.0;0.0;2015;0.0;0.0;0.0;0;68.0;35.588235294117645;37;33;41;37;39;36;42;1;1;37.25;41;33;30;42;1;41;30;0.0;16.0;1;42;38;38;32;0;1;1;35;45;1;34.583333333333336;2.0
49.0;306.0;0.0;2015;0.0;0.0;0.0;0;55.0;37.23529411764706;30;41;37;43;37;34;50;1;1;37.4375;49;36;30;33;1;37;49;0.0;16.0;1;32;34;39;36;38;1;1;37;30;1;38.5;2.0
54.0;322.0;0.0;2015;0.0;0.0;0.0;0;65.0;36.23529411764706;35;31;37;42;41;32;46;1;2;36.0;36;32;30;44;1;37;41;0.0;16.0;1;30;28;31;33;0;1;1;0;0;1;31.0;2.0
68.0;315.0;0.0;2015;0.0;0.0;0.0;1;63.0;40.294117647058826;38;37;33;50;42;35;45;1;1;38.5;36;39;34;30;1;33;43;0.0;16.0;1;40;37;41;39;30;1;1;37;40;1;39.285714285714285;2.0
47.17;385.79;53.27;2015;56.37;45.4;46.81;0;54.16;37.1764705882353;38;36;34;39;36;40;45;1;1;37.6875;38;43;38;30;1;34;40;0.0;16.0;1;39;34;40;38;30;1;1;32;38;1;38.642857142857146;2.0
45.0;364.0;56.0;2015;50.0;54.0;46.0;0;45.0;36.529411764705884;34;34;33;37;30;31;44;1;2;34.0;36;31;30;30;1;33;39;0.0;16.0;1;43;0;7;0;34;1;1;32;30;0;34.285714285714285;2.0
10.0;35.0;0.0;2015;0.0;0.0;0.0;1;10.0;42.294117647058826;39;30;38;42;42;32;48;1;1;36.9375;43;43;33;35;2;38;42;0.0;16.0;1;0;35;29;37;24;2;0;31;22;1;20.444444444444443;1.0
47.0;415.0;60.0;2016;57.0;57.0;39.0;0;59.0;41.294117647058826;40;32;33;39;38;32;45;1;1;35.75;35;37;21;28;1;33;33;0.0;16.0;1;0;36;35;35;0;1;0;0;0;1;49.0;4.0
53.0;406.0;74.0;2016;54.0;59.0;46.0;0;59.0;41.11764705882353;42;40;33;48;39;33;50;1;1;39.3125;40;36;39;37;1;33;47;0.0;16.0;1;40;39;34;0;0;1;1;37;38;0;38.714285714285715;2.0
56.0;407.0;66.0;2016;60.0;59.0;55.0;1;57.0;40.0;46;34;30;38;39;37;46;1;1;37.625;36;41;22;23;1;30;43;0.0;16.0;1;0;32;34;32;0;2;0;0;0;1;19.0;1.0
97.0;370.0;0.0;2016;0.0;0.0;0.0;0;76.0;44.23529411764706;41;35;41;47;43;33;42;1;1;39.3125;46;38;42;37;1;41;48;0.0;16.0;1;34;0;43;44;32;1;1;38;44;1;38.714285714285715;2.0
91.0;356.0;0.0;2016;0.0;0.0;0.0;0;64.0;41.11764705882353;47;33;32;47;38;34;48;1;1;38.625;34;37;31;37;1;32;31;0.0;16.0;1;0;0;34;39;0;1;0;35;34;1;46.0;4.0
73.0;398.0;0.0;2016;0.0;0.0;0.0;0;73.0;40.05882352941177;40;31;43;46;39;32;46;1;1;38.4375;39;42;40;37;1;43;36;0.0;16.0;1;38;40;31;31;34;1;1;36;38;1;39.0;2.0
80.0;364.0;0.0;2016;0.0;0.0;0.0;0;73.0;38.1764705882353;30;39;42;48;39;35;48;1;1;38.8125;38;36;34;39;1;42;40;0.0;16.0;1;33;0;38;39;22;1;1;38;24;1;37.5;2.0
58.0;342.0;0.0;2016;0.0;0.0;0.0;0;72.0;42.8235294117647;34;42;43;46;44;36;47;1;1;40.5;36;40;35;40;1;43;46;0.0;16.0;1;0;0;38;41;34;1;0;0;38;1;37.666666666666664;2.0
76.0;355.0;0.0;2016;0.0;0.0;0.0;1;69.0;41.470588235294116;49;32;46;48;44;35;49;1;1;42.1875;35;34;37;36;1;46;34;0.0;16.0;1;36;0;38;45;33;1;1;44;42;1;37.642857142857146;2.0
77.0;353.0;0.0;2016;0.0;0.0;0.0;0;73.0;38.8235294117647;34;37;41;44;37;41;50;1;1;39.625;42;39;37;36;1;41;37;0.0;16.0;1;36;40;43;40;32;1;1;35;41;1;35.5;2.0
65.0;343.0;0.0;2016;0.0;0.0;0.0;0;64.0;36.76470588235294;41;41;33;45;39;43;50;1;1;40.8125;35;34;31;39;1;33;45;0.0;16.0;1;33;0;35;38;26;1;1;39;35;1;49.0;4.0
74.0;350.0;0.0;2016;0.0;0.0;0.0;1;76.0;42.35294117647059;40;32;41;47;39;37;50;1;1;39.5625;38;36;42;31;1;41;43;0.0;16.0;1;38;0;40;39;32;1;1;38;44;1;40.42857142857143;3.0
54.0;327.0;0.0;2016;0.0;0.0;0.0;0;78.0;41.588235294117645;47;45;42;45;38;40;49;1;1;43.6875;34;31;31;32;1;42;30;0.0;16.0;1;35;0;35;30;0;1;1;39;40;1;38.5;2.0
67.0;338.0;0.0;2016;0.0;0.0;0.0;0;62.0;42.05882352941177;46;37;41;42;43;41;50;1;1;42.0;42;39;33;37;1;41;48;0.0;16.0;1;40;0;36;43;36;1;1;41;0;1;40.0;2.0
70.0;336.0;0.0;2016;0.0;0.0;0.0;0;68.0;38.23529411764706;37;32;37;37;38;34;49;1;1;36.3125;39;46;36;40;1;37;35;0.0;16.0;1;43;37;41;40;38;1;1;38;41;1;34.214285714285715;2.0
77.0;347.0;0.0;2016;0.0;0.0;0.0;0;68.0;36.94117647058823;41;41;42;42;43;31;40;2;1;39.5;36;37;30;31;1;42;44;0.0;16.0;1;37;0;36;30;32;1;1;35;39;1;33.0;2.0
64.0;349.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.05882352941177;46;30;35;41;43;31;49;2;2;37.5;35;33;33;36;2;35;31;0.0;16.0;2;22;0;0;30;0;0;1;0;0;1;38.0;2.0
57.0;346.0;0.0;2016;0.0;0.0;0.0;0;73.0;37.1764705882353;42;38;30;31;43;46;50;2;1;38.9375;37;35;32;33;1;30;33;0.0;16.0;1;0;0;32;31;0;1;0;0;0;1;33.8;2.0
74.0;335.0;0.0;2016;0.0;0.0;0.0;1;66.0;36.705882352941174;39;36;38;41;42;35;49;1;1;38.5625;33;30;36;35;1;38;44;0.0;16.0;1;41;0;34;33;35;1;1;34;34;1;34.4;2.0
52.0;357.0;0.0;2016;0.0;0.0;0.0;0;73.0;39.2;37;32;32;33;35;33;35;1;1;33.625;39;35;32;39;1;32;32;0.0;16.0;1;43;0;34;0;32;1;1;30;37;0;35.583333333333336;2.0
52.0;293.0;0.0;2016;0.0;0.0;0.0;0;57.0;40.411764705882355;33;37;34;39;39;32;38;1;1;35.1875;39;31;25;33;1;34;36;0.0;16.0;1;31;0;31;0;42;1;1;0;0;0;23.0;1.0
67.0;329.0;0.0;2016;0.0;0.0;0.0;0;70.0;41.64705882352941;46;36;42;50;43;36;50;1;1;42.0625;40;46;41;43;1;42;41;0.0;16.0;1;43;48;35;41;44;1;1;42;41;1;38.357142857142854;2.0
58.0;340.0;0.0;2016;0.0;0.0;0.0;0;68.0;38.1764705882353;31;37;32;40;39;31;49;1;1;35.0625;40;30;35;31;1;32;42;0.0;16.0;1;31;0;30;0;0;1;1;36;31;0;30.0;1.0
83.0;408.0;50.0;2016;60.0;65.0;52.0;0;53.0;36.529411764705884;39;31;32;43;36;34;45;1;1;35.9375;38;37;33;38;2;32;39;0.0;16.0;1;41;0;0;0;38;0;1;38;35;0;34.6;2.0
77.0;343.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.588235294117645;34;30;36;50;42;35;43;1;1;36.875;30;36;21;30;1;36;34;0.0;16.0;1;0;0;37;0;0;1;0;0;0;0;47.0;4.0
64.0;337.0;0.0;2016;0.0;0.0;0.0;1;67.0;39.294117647058826;48;30;33;50;43;30;50;1;1;38.5;34;31;38;31;1;33;31;0.0;16.0;1;40;0;36;40;30;1;1;41;39;1;35.357142857142854;2.0
76.0;327.0;0.0;2016;0.0;0.0;0.0;0;67.0;39.76470588235294;34;38;35;42;38;38;50;1;1;37.9375;36;31;32;32;1;35;44;0.0;16.0;1;36;0;43;40;32;1;1;33;39;1;36.57142857142857;2.0
82.0;388.0;0.0;2016;0.0;0.0;0.0;1;74.0;39.94117647058823;49;33;43;0;43;39;45;1;1;41.42857142857143;39;42;36;41;1;43;43;0.0;14.0;1;44;0;46;42;42;1;1;41;0;1;41.42857142857143;3.0
74.0;338.0;0.0;2016;0.0;0.0;0.0;0;71.0;39.76470588235294;43;34;43;37;38;41;46;1;1;40.0625;42;44;30;36;1;43;44;0.0;16.0;1;42;0;45;42;41;1;1;39;46;1;40.666666666666664;3.0
67.0;325.0;0.0;2016;0.0;0.0;0.0;0;64.0;37.529411764705884;48;30;37;0;0;33;47;1;1;37.76923076923077;35;33;40;37;1;37;46;0.0;13.0;1;36;0;35;38;30;1;1;37;35;1;45.5;4.0
52.0;352.0;0.0;2016;0.0;0.0;0.0;0;58.0;42.294117647058826;37;30;41;36;45;40;47;1;1;38.0;44;38;32;32;1;41;44;0.0;16.0;1;33;30;36;39;0;1;1;36;37;1;31.0;2.0
55.0;335.0;0.0;2016;0.0;0.0;0.0;0;76.0;37.05882352941177;37;33;40;37;39;38;47;1;1;37.75;44;39;40;39;1;40;48;0.0;16.0;1;42;0;49;41;31;1;1;42;35;1;38.0;2.0
63.0;346.0;0.0;2016;0.0;0.0;0.0;0;74.0;41.05882352941177;39;40;39;32;43;43;46;1;1;39.75;45;43;43;40;1;39;47;0.0;16.0;1;44;0;49;41;40;1;1;41;36;1;43.2;3.0
61.0;408.0;57.0;2016;50.0;60.0;45.0;0;61.0;36.470588235294116;38;30;34;33;31;36;31;1;2;33.875;33;31;30;32;2;34;31;0.0;16.0;1;0;0;28;30;0;1;0;0;30;1;11.0;1.0
66.0;338.0;0.0;2016;0.0;0.0;0.0;0;72.0;39.05882352941177;40;30;41;31;39;39;49;1;1;37.5;45;33;33;30;1;41;35;0.0;16.0;1;41;37;37;38;47;2;1;40;0;1;39.0;2.0
49.0;315.0;0.0;2016;0.0;0.0;0.0;0;70.0;39.411764705882355;42;32;43;32;45;37;46;1;1;38.5625;36;36;43;31;1;43;32;0.0;16.0;1;40;42;35;35;33;1;1;39;0;1;33.2;2.0
52.0;395.0;50.0;2016;54.0;49.0;58.0;1;55.0;38.88235294117647;31;33;34;32;44;41;40;1;1;35.3125;45;31;48;31;1;34;44;0.0;16.0;1;37;30;34;39;30;1;1;39;0;1;29.8;1.0
